,prompt,classes,answer_index
406,"The following are multiple choice questions (with answers) about common sense.
        
Question: Israel does not maintain diplomatic relations with
A. lebanon
B. bhutan
Answer:","[' A', ' B']",1
407,"The following are multiple choice questions (with answers) about common sense.
        
Question: New Zealand does not maintain diplomatic relations with
A. belarus
B. australia
Answer:","[' A', ' B']",0
408,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nauru does not maintain diplomatic relations with
A. australia
B. oman
Answer:","[' A', ' B']",1
409,"The following are multiple choice questions (with answers) about common sense.
        
Question: Samoa does not maintain diplomatic relations with
A. venezuela
B. australia
Answer:","[' A', ' B']",0
410,"The following are multiple choice questions (with answers) about common sense.
        
Question: Diocese of Tunsberg is not a
A. diocese
B. city with powiat rights
Answer:","[' A', ' B']",1
411,"The following are multiple choice questions (with answers) about common sense.
        
Question: Morice River is not a
A. muscle
B. river
Answer:","[' A', ' B']",0
412,"The following are multiple choice questions (with answers) about common sense.
        
Question: Banatska Palanka is not a
A. village
B. science
Answer:","[' A', ' B']",1
413,"The following are multiple choice questions (with answers) about common sense.
        
Question: Devarapalle, West Godavari is not a
A. seminary
B. village
Answer:","[' A', ' B']",0
414,"The following are multiple choice questions (with answers) about common sense.
        
Question: Devonshire Regiment is not a
A. regiment
B. biopharmaceutical
Answer:","[' A', ' B']",1
415,"The following are multiple choice questions (with answers) about common sense.
        
Question: Stockholm Bloodbath is not located in
A. manila
B. stockholm
Answer:","[' A', ' B']",0
416,"The following are multiple choice questions (with answers) about common sense.
        
Question: Virtus Pallacanestro Bologna is not located in
A. bologna
B. internet
Answer:","[' A', ' B']",1
417,"The following are multiple choice questions (with answers) about common sense.
        
Question: 2011 Libyan Civil War is not located in
A. bristol
B. libya
Answer:","[' A', ' B']",0
418,"The following are multiple choice questions (with answers) about common sense.
        
Question: 2004 Istanbul summit is not located in
A. istanbul
B. bolivia
Answer:","[' A', ' B']",1
419,"The following are multiple choice questions (with answers) about common sense.
        
Question: Great Plague of London is not located in
A. bangalore
B. london
Answer:","[' A', ' B']",0
420,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rafael Jofresa not used to communicate in
A. spanish
B. american english
Answer:","[' A', ' B']",1
421,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ricardo Bofill not used to communicate in
A. tamil
B. spanish
Answer:","[' A', ' B']",0
422,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sharof Rashidov not used to communicate in
A. russian
B. french
Answer:","[' A', ' B']",1
423,"The following are multiple choice questions (with answers) about common sense.
        
Question: Roger Quilter not used to communicate in
A. russian
B. english
Answer:","[' A', ' B']",0
424,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rajesh Khanna not used to communicate in
A. hindi
B. yiddish
Answer:","[' A', ' B']",1
425,"The following are multiple choice questions (with answers) about common sense.
        
Question: Wellington Phoenix FC is not located in
A. greenland
B. wellington
Answer:","[' A', ' B']",0
426,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bern Theatre is not located in
A. bern
B. helsinki
Answer:","[' A', ' B']",1
427,"The following are multiple choice questions (with answers) about common sense.
        
Question: University of Paris III: Sorbonne Nouvelle is not located in
A. hungary
B. paris
Answer:","[' A', ' B']",0
428,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lake Conroe is not located in
A. texas
B. monmouth
Answer:","[' A', ' B']",1
429,"The following are multiple choice questions (with answers) about common sense.
        
Question: Film and Television Institute of India is not located in
A. haryana
B. pune
Answer:","[' A', ' B']",0
430,"The following are multiple choice questions (with answers) about common sense.
        
Question: Evans Peninsula is not located in
A. antarctica
B. americas
Answer:","[' A', ' B']",1
431,"The following are multiple choice questions (with answers) about common sense.
        
Question: Astrolabe Glacier is not located in
A. americas
B. antarctica
Answer:","[' A', ' B']",0
432,"The following are multiple choice questions (with answers) about common sense.
        
Question: Teres Ridge is not located in
A. antarctica
B. europe
Answer:","[' A', ' B']",1
433,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ruppert Coast is not located in
A. oceania
B. antarctica
Answer:","[' A', ' B']",0
434,"The following are multiple choice questions (with answers) about common sense.
        
Question: Odbert Island is not located in
A. antarctica
B. oceania
Answer:","[' A', ' B']",1
435,"The following are multiple choice questions (with answers) about common sense.
        
Question: zinc hydroxide does not consist of
A. cereal
B. zinc
Answer:","[' A', ' B']",0
436,"The following are multiple choice questions (with answers) about common sense.
        
Question: tin(IV) oxide does not consist of
A. tin
B. spain
Answer:","[' A', ' B']",1
437,"The following are multiple choice questions (with answers) about common sense.
        
Question: fermented milk product does not consist of
A. syntax
B. milk
Answer:","[' A', ' B']",0
438,"The following are multiple choice questions (with answers) about common sense.
        
Question: zinc bromide does not consist of
A. zinc
B. genoa
Answer:","[' A', ' B']",1
439,"The following are multiple choice questions (with answers) about common sense.
        
Question: adenine does not consist of
A. chocolate
B. nitrogen
Answer:","[' A', ' B']",0
440,"The following are multiple choice questions (with answers) about common sense.
        
Question: BBC Worldwide is not owned by
A. bbc
B. hamas
Answer:","[' A', ' B']",1
441,"The following are multiple choice questions (with answers) about common sense.
        
Question: Google Keep is not owned by
A. mitchell
B. google
Answer:","[' A', ' B']",0
442,"The following are multiple choice questions (with answers) about common sense.
        
Question: Pennsylvania Station is not owned by
A. amtrak
B. qatar
Answer:","[' A', ' B']",1
443,"The following are multiple choice questions (with answers) about common sense.
        
Question: Durham Bulls Athletic Park is not owned by
A. australia
B. durham
Answer:","[' A', ' B']",0
444,"The following are multiple choice questions (with answers) about common sense.
        
Question: Yahoo Games is not owned by
A. yahoo
B. johannesburg
Answer:","[' A', ' B']",1
445,"The following are multiple choice questions (with answers) about common sense.
        
Question: Transboundary river is not a subclass of
A. monastery
B. river
Answer:","[' A', ' B']",0
446,"The following are multiple choice questions (with answers) about common sense.
        
Question: sphenoid bone is not a subclass of
A. bone
B. alloy
Answer:","[' A', ' B']",1
447,"The following are multiple choice questions (with answers) about common sense.
        
Question: Middle Irish is not a subclass of
A. anime
B. irish
Answer:","[' A', ' B']",0
448,"The following are multiple choice questions (with answers) about common sense.
        
Question: Park golf is not a subclass of
A. golf
B. rna
Answer:","[' A', ' B']",1
449,"The following are multiple choice questions (with answers) about common sense.
        
Question: G and H-class destroyer is not a subclass of
A. triangle
B. destroyer
Answer:","[' A', ' B']",0
450,"The following are multiple choice questions (with answers) about common sense.
        
Question: North Macedonia does not share border with
A. greece
B. virginia
Answer:","[' A', ' B']",1
451,"The following are multiple choice questions (with answers) about common sense.
        
Question: Mauritania does not share border with
A. new york
B. mali
Answer:","[' A', ' B']",0
452,"The following are multiple choice questions (with answers) about common sense.
        
Question: Guyana does not share border with
A. venezuela
B. yukon
Answer:","[' A', ' B']",1
453,"The following are multiple choice questions (with answers) about common sense.
        
Question: Liechtenstein does not share border with
A. sant boi de llobregat
B. switzerland
Answer:","[' A', ' B']",0
454,"The following are multiple choice questions (with answers) about common sense.
        
Question: Gambia does not share border with
A. senegal
B. city of bristol
Answer:","[' A', ' B']",1
455,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bern is not the capital of
A. ukraine
B. switzerland
Answer:","[' A', ' B']",0
456,"The following are multiple choice questions (with answers) about common sense.
        
Question: Podgorica is not the capital of
A. montenegro
B. madagascar
Answer:","[' A', ' B']",1
457,"The following are multiple choice questions (with answers) about common sense.
        
Question: Athens is not the capital of
A. yemen
B. greece
Answer:","[' A', ' B']",0
458,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nuuk is not the capital of
A. greenland
B. lakes
Answer:","[' A', ' B']",1
459,"The following are multiple choice questions (with answers) about common sense.
        
Question: Annapolis is not the capital of
A. yunnan
B. maryland
Answer:","[' A', ' B']",0
460,"The following are multiple choice questions (with answers) about common sense.
        
Question: political philosophy is not part of
A. philosophy
B. sl
Answer:","[' A', ' B']",1
461,"The following are multiple choice questions (with answers) about common sense.
        
Question: financial economics is not part of
A. organism
B. economics
Answer:","[' A', ' B']",0
462,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tate Liverpool is not part of
A. tate
B. sex
Answer:","[' A', ' B']",1
463,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dianetics is not part of
A. norwegian
B. scientology
Answer:","[' A', ' B']",0
464,"The following are multiple choice questions (with answers) about common sense.
        
Question: Highlands of Iceland is not part of
A. iceland
B. boeing
Answer:","[' A', ' B']",1
465,"The following are multiple choice questions (with answers) about common sense.
        
Question: Louisiana Voodoo was not founded in
A. nagoya
B. louisiana
Answer:","[' A', ' B']",0
466,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Pretty Things was not founded in
A. london
B. glasgow
Answer:","[' A', ' B']",1
467,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Big Pink was not founded in
A. brighton
B. london
Answer:","[' A', ' B']",0
468,"The following are multiple choice questions (with answers) about common sense.
        
Question: Transport for London was not founded in
A. london
B. tehran
Answer:","[' A', ' B']",1
469,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sound Transit was not founded in
A. dresden
B. seattle
Answer:","[' A', ' B']",0
470,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dan Sealey does not play
A. guitar
B. pipe organ
Answer:","[' A', ' B']",1
471,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lev Naumov does not play
A. harp
B. piano
Answer:","[' A', ' B']",0
472,"The following are multiple choice questions (with answers) about common sense.
        
Question: Edin Karamazov does not play
A. guitar
B. saxophone
Answer:","[' A', ' B']",1
473,"The following are multiple choice questions (with answers) about common sense.
        
Question: Pete Lesperance does not play
A. trombone
B. guitar
Answer:","[' A', ' B']",0
474,"The following are multiple choice questions (with answers) about common sense.
        
Question: Jimi Hendrix does not play
A. guitar
B. flute
Answer:","[' A', ' B']",1
475,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bill Gates does not work for
A. unesco
B. microsoft
Answer:","[' A', ' B']",0
476,"The following are multiple choice questions (with answers) about common sense.
        
Question: UNESCO Goodwill Ambassador does not work for
A. unesco
B. nintendo
Answer:","[' A', ' B']",1
477,"The following are multiple choice questions (with answers) about common sense.
        
Question: Zeinab Badawi does not work for
A. nintendo
B. bbc
Answer:","[' A', ' B']",0
478,"The following are multiple choice questions (with answers) about common sense.
        
Question: Esko Aho does not work for
A. nokia
B. nintendo
Answer:","[' A', ' B']",1
479,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tim Paterson does not work for
A. fiat
B. microsoft
Answer:","[' A', ' B']",0
480,"The following are multiple choice questions (with answers) about common sense.
        
Question: Waterzooi was not created in
A. belgium
B. russia
Answer:","[' A', ' B']",1
481,"The following are multiple choice questions (with answers) about common sense.
        
Question: Wz. 35 anti-tank rifle was not created in
A. philippines
B. poland
Answer:","[' A', ' B']",0
482,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ayyam El Sadat was not created in
A. egypt
B. malaysia
Answer:","[' A', ' B']",1
483,"The following are multiple choice questions (with answers) about common sense.
        
Question: Olvi was not created in
A. cuba
B. finland
Answer:","[' A', ' B']",0
484,"The following are multiple choice questions (with answers) about common sense.
        
Question: Animator.ru was not created in
A. russia
B. argentina
Answer:","[' A', ' B']",1
485,"The following are multiple choice questions (with answers) about common sense.
        
Question: Mwng was not written in
A. czech
B. welsh
Answer:","[' A', ' B']",0
486,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rock Sound was not written in
A. english
B. polish
Answer:","[' A', ' B']",1
487,"The following are multiple choice questions (with answers) about common sense.
        
Question: La Cucaracha was not written in
A. turkish
B. spanish
Answer:","[' A', ' B']",0
488,"The following are multiple choice questions (with answers) about common sense.
        
Question: Silent Alarm was not written in
A. english
B. finnish
Answer:","[' A', ' B']",1
489,"The following are multiple choice questions (with answers) about common sense.
        
Question: New Musical Express was not written in
A. tamil
B. english
Answer:","[' A', ' B']",0
490,"The following are multiple choice questions (with answers) about common sense.
        
Question: Hull High was not originally aired on
A. nbc
B. argentina
Answer:","[' A', ' B']",1
491,"The following are multiple choice questions (with answers) about common sense.
        
Question: Crime & Punishment was not originally aired on
A. history
B. nbc
Answer:","[' A', ' B']",0
492,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Long Bright Dark was not originally aired on
A. hbo
B. bbc
Answer:","[' A', ' B']",1
493,"The following are multiple choice questions (with answers) about common sense.
        
Question: Sam & Cat was not originally aired on
A. bbc
B. nickelodeon
Answer:","[' A', ' B']",0
494,"The following are multiple choice questions (with answers) about common sense.
        
Question: The Betty Hutton Show was not originally aired on
A. cbs
B. youtube
Answer:","[' A', ' B']",1
495,"The following are multiple choice questions (with answers) about common sense.
        
Question: Eusebius of Nicomedia does not have the position of
A. politics
B. bishop
Answer:","[' A', ' B']",0
496,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ibrahim Pasha of Egypt does not have the position of
A. governor
B. relativity
Answer:","[' A', ' B']",1
497,"The following are multiple choice questions (with answers) about common sense.
        
Question: Herculanus of Perugia does not have the position of
A. shaved
B. bishop
Answer:","[' A', ' B']",0
498,"The following are multiple choice questions (with answers) about common sense.
        
Question: William of Hirsau does not have the position of
A. abbot
B. republic
Answer:","[' A', ' B']",1
499,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lupus of Troyes does not have the position of
A. remotely
B. bishop
Answer:","[' A', ' B']",0
500,"The following are multiple choice questions (with answers) about common sense.
        
Question: KC-767 is not developed by
A. boeing
B. disciplines
Answer:","[' A', ' B']",1
501,"The following are multiple choice questions (with answers) about common sense.
        
Question: Intel MCS-51 is not developed by
A. whisper
B. intel
Answer:","[' A', ' B']",0
502,"The following are multiple choice questions (with answers) about common sense.
        
Question: WinDbg is not developed by
A. microsoft
B. poorly
Answer:","[' A', ' B']",1
503,"The following are multiple choice questions (with answers) about common sense.
        
Question: B-29 Superfortress is not developed by
A. concussion
B. boeing
Answer:","[' A', ' B']",0
504,"The following are multiple choice questions (with answers) about common sense.
        
Question: Microsoft Office Live is not developed by
A. microsoft
B. villains
Answer:","[' A', ' B']",1
505,"The following are multiple choice questions (with answers) about common sense.
        
Question: anatomical location does not work in the field of
A. statutes
B. anatomy
Answer:","[' A', ' B']",0
506,"The following are multiple choice questions (with answers) about common sense.
        
Question: history journal does not work in the field of
A. history
B. incorporated
Answer:","[' A', ' B']",1
507,"The following are multiple choice questions (with answers) about common sense.
        
Question: Abraham bar Hiyya does not work in the field of
A. diploma
B. astronomy
Answer:","[' A', ' B']",0
508,"The following are multiple choice questions (with answers) about common sense.
        
Question: Paul Cameron does not work in the field of
A. psychology
B. landlord
Answer:","[' A', ' B']",1
509,"The following are multiple choice questions (with answers) about common sense.
        
Question: Edward B. Titchener does not work in the field of
A. testimony
B. psychology
Answer:","[' A', ' B']",0
510,"The following are multiple choice questions (with answers) about common sense.
        
Question: Virtual XI is not represented by music label
A. emi
B. elders
Answer:","[' A', ' B']",1
511,"The following are multiple choice questions (with answers) about common sense.
        
Question: Judy Garland is not represented by music label
A. surfaces
B. decca
Answer:","[' A', ' B']",0
512,"The following are multiple choice questions (with answers) about common sense.
        
Question: Ella Fitzgerald is not represented by music label
A. decca
B. sincerity
Answer:","[' A', ' B']",1
513,"The following are multiple choice questions (with answers) about common sense.
        
Question: Maria Callas is not represented by music label
A. perpendicular
B. emi
Answer:","[' A', ' B']",0
514,"The following are multiple choice questions (with answers) about common sense.
        
Question: Midge Ure is not represented by music label
A. emi
B. lyricist
Answer:","[' A', ' B']",1
515,"The following are multiple choice questions (with answers) about common sense.
        
Question: Towers of London was not founded in
A. rescued
B. london
Answer:","[' A', ' B']",0
516,"The following are multiple choice questions (with answers) about common sense.
        
Question: Coldplay was not founded in
A. london
B. archdiocese
Answer:","[' A', ' B']",1
517,"The following are multiple choice questions (with answers) about common sense.
        
Question: Xiaomi was not founded in
A. temeraire
B. beijing
Answer:","[' A', ' B']",0
518,"The following are multiple choice questions (with answers) about common sense.
        
Question: London Stock Exchange was not founded in
A. london
B. achievement
Answer:","[' A', ' B']",1
519,"The following are multiple choice questions (with answers) about common sense.
        
Question: ST Aerospace was not founded in
A. certainly
B. singapore
Answer:","[' A', ' B']",0
520,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Patrice Leconte is not
A. french
B. faction
Answer:","[' A', ' B']",1
521,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Louis Barthou is not
A. mortar
B. french
Answer:","[' A', ' B']",0
522,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Jean-Louis Barrault is not
A. french
B. discussed
Answer:","[' A', ' B']",1
523,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of William Howitt is not
A. mixing
B. english
Answer:","[' A', ' B']",0
524,"The following are multiple choice questions (with answers) about common sense.
        
Question: The native language of Zachary Taylor is not
A. english
B. sincerity
Answer:","[' A', ' B']",1
525,"The following are multiple choice questions (with answers) about common sense.
        
Question: Djibouti does not share border with
A. recordings
B. ethiopia
Answer:","[' A', ' B']",0
526,"The following are multiple choice questions (with answers) about common sense.
        
Question: Romania does not share border with
A. ukraine
B. unincorporated
Answer:","[' A', ' B']",1
527,"The following are multiple choice questions (with answers) about common sense.
        
Question: Gibraltar does not share border with
A. starting
B. spain
Answer:","[' A', ' B']",0
528,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nunavut does not share border with
A. quebec
B. beginnings
Answer:","[' A', ' B']",1
529,"The following are multiple choice questions (with answers) about common sense.
        
Question: Campagnano di Roma does not share border with
A. collection
B. rome
Answer:","[' A', ' B']",0
530,"The following are multiple choice questions (with answers) about common sense.
        
Question: Australia does not maintain diplomatic relations with
A. laos
B. dripping
Answer:","[' A', ' B']",1
531,"The following are multiple choice questions (with answers) about common sense.
        
Question: Italy does not maintain diplomatic relations with
A. insights
B. lebanon
Answer:","[' A', ' B']",0
532,"The following are multiple choice questions (with answers) about common sense.
        
Question: Central African Republic does not maintain diplomatic relations with
A. cameroon
B. walled
Answer:","[' A', ' B']",1
533,"The following are multiple choice questions (with answers) about common sense.
        
Question: Philippines does not maintain diplomatic relations with
A. comment
B. indonesia
Answer:","[' A', ' B']",0
534,"The following are multiple choice questions (with answers) about common sense.
        
Question: New Zealand does not maintain diplomatic relations with
A. australia
B. sidewalk
Answer:","[' A', ' B']",1
535,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tanya Savicheva not used to communicate in
A. thomson
B. russian
Answer:","[' A', ' B']",0
536,"The following are multiple choice questions (with answers) about common sense.
        
Question: Michel Duchaussoy not used to communicate in
A. french
B. wolverhampton
Answer:","[' A', ' B']",1
537,"The following are multiple choice questions (with answers) about common sense.
        
Question: Louis Riel not used to communicate in
A. wetland
B. french
Answer:","[' A', ' B']",0
538,"The following are multiple choice questions (with answers) about common sense.
        
Question: Abraham Fraenkel not used to communicate in
A. hebrew
B. september
Answer:","[' A', ' B']",1
539,"The following are multiple choice questions (with answers) about common sense.
        
Question: Agostino Rocca not used to communicate in
A. unable
B. italian
Answer:","[' A', ' B']",0
540,"The following are multiple choice questions (with answers) about common sense.
        
Question: Vijayawada Junction railway station is not located in
A. india
B. auxiliary
Answer:","[' A', ' B']",1
541,"The following are multiple choice questions (with answers) about common sense.
        
Question: Parippally is not located in
A. propagation
B. india
Answer:","[' A', ' B']",0
542,"The following are multiple choice questions (with answers) about common sense.
        
Question: Santo Spirito in Sassia is not located in
A. italy
B. macedonia
Answer:","[' A', ' B']",1
543,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tudeshk Rural District is not located in
A. visitor
B. iran
Answer:","[' A', ' B']",0
544,"The following are multiple choice questions (with answers) about common sense.
        
Question: Botswana Football Association is not located in
A. botswana
B. months
Answer:","[' A', ' B']",1
545,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of International Organization for Standardization is not
A. twentieth
B. english
Answer:","[' A', ' B']",0
546,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Ruovesi is not
A. finnish
B. wrestled
Answer:","[' A', ' B']",1
547,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Tervola is not
A. croydon
B. finnish
Answer:","[' A', ' B']",0
548,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Trinidad and Tobago is not
A. english
B. bicycle
Answer:","[' A', ' B']",1
549,"The following are multiple choice questions (with answers) about common sense.
        
Question: The official language of Pontianak Sultanate is not
A. personalities
B. malay
Answer:","[' A', ' B']",0
550,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lexus RX is not produced by
A. toyota
B. borough
Answer:","[' A', ' B']",1
551,"The following are multiple choice questions (with answers) about common sense.
        
Question: BMW 1 Series is not produced by
A. continue
B. bmw
Answer:","[' A', ' B']",0
552,"The following are multiple choice questions (with answers) about common sense.
        
Question: Chevrolet Trax is not produced by
A. chevrolet
B. specialist
Answer:","[' A', ' B']",1
553,"The following are multiple choice questions (with answers) about common sense.
        
Question: Dodge Dakota is not produced by
A. copenhagen
B. dodge
Answer:","[' A', ' B']",0
554,"The following are multiple choice questions (with answers) about common sense.
        
Question: Nokia Lumia 630 is not produced by
A. nokia
B. stairwell
Answer:","[' A', ' B']",1
555,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Maharashtra is not
A. northeastern
B. mumbai
Answer:","[' A', ' B']",0
556,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Azerbaijan is not
A. baku
B. kidnapped
Answer:","[' A', ' B']",1
557,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of City of Brisbane is not
A. pseudo
B. brisbane
Answer:","[' A', ' B']",0
558,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Second Spanish Republic is not
A. madrid
B. unlock
Answer:","[' A', ' B']",1
559,"The following are multiple choice questions (with answers) about common sense.
        
Question: The capital of Apulia is not
A. pillow
B. bari
Answer:","[' A', ' B']",0
560,"The following are multiple choice questions (with answers) about common sense.
        
Question: Colchester Community Stadium is not owned by
A. colchester
B. broadway
Answer:","[' A', ' B']",1
561,"The following are multiple choice questions (with answers) about common sense.
        
Question: Google Scholar is not owned by
A. wilhelm
B. google
Answer:","[' A', ' B']",0
562,"The following are multiple choice questions (with answers) about common sense.
        
Question: Digital Audio Tape is not owned by
A. sony
B. parsons
Answer:","[' A', ' B']",1
563,"The following are multiple choice questions (with answers) about common sense.
        
Question: MSN Games is not owned by
A. bosses
B. microsoft
Answer:","[' A', ' B']",0
564,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bavarian State Painting Collections is not owned by
A. bavaria
B. emperor
Answer:","[' A', ' B']",1
565,"The following are multiple choice questions (with answers) about common sense.
        
Question: New Horizons was not written in
A. motionless
B. english
Answer:","[' A', ' B']",0
566,"The following are multiple choice questions (with answers) about common sense.
        
Question: Biblioteka Dlya Chteniya was not written in
A. russian
B. helpful
Answer:","[' A', ' B']",1
567,"The following are multiple choice questions (with answers) about common sense.
        
Question: Le Gaulois was not written in
A. locals
B. french
Answer:","[' A', ' B']",0
568,"The following are multiple choice questions (with answers) about common sense.
        
Question: Kyrgyz Revolution of 2010 was not written in
A. russian
B. authorities
Answer:","[' A', ' B']",1
569,"The following are multiple choice questions (with answers) about common sense.
        
Question: L'Officiel Hommes was not written in
A. economy
B. french
Answer:","[' A', ' B']",0
570,"The following are multiple choice questions (with answers) about common sense.
        
Question: Kilby Island is not located in
A. antarctica
B. practically
Answer:","[' A', ' B']",1
571,"The following are multiple choice questions (with answers) about common sense.
        
Question: Cape Monaco is not located in
A. naming
B. antarctica
Answer:","[' A', ' B']",0
572,"The following are multiple choice questions (with answers) about common sense.
        
Question: Morocco is not located in
A. africa
B. inscribed
Answer:","[' A', ' B']",1
573,"The following are multiple choice questions (with answers) about common sense.
        
Question: Somalia is not located in
A. assault
B. africa
Answer:","[' A', ' B']",0
574,"The following are multiple choice questions (with answers) about common sense.
        
Question: Congo basin is not located in
A. africa
B. passages
Answer:","[' A', ' B']",1
575,"The following are multiple choice questions (with answers) about common sense.
        
Question: National Assembly of Quebec is not a legal term in
A. vicious
B. quebec
Answer:","[' A', ' B']",0
576,"The following are multiple choice questions (with answers) about common sense.
        
Question: Federal Court of Canada is not a legal term in
A. canada
B. stirring
Answer:","[' A', ' B']",1
577,"The following are multiple choice questions (with answers) about common sense.
        
Question: National Council of Austria is not a legal term in
A. alliance
B. austria
Answer:","[' A', ' B']",0
578,"The following are multiple choice questions (with answers) about common sense.
        
Question: National Council of the Slovak Republic is not a legal term in
A. slovakia
B. streak
Answer:","[' A', ' B']",1
579,"The following are multiple choice questions (with answers) about common sense.
        
Question: Hawaii Senate is not a legal term in
A. edition
B. hawaii
Answer:","[' A', ' B']",0
580,"The following are multiple choice questions (with answers) about common sense.
        
Question: Green Mount Cemetery is not a
A. cemetery
B. report
Answer:","[' A', ' B']",1
581,"The following are multiple choice questions (with answers) about common sense.
        
Question: Inferior gemellus muscle is not a
A. madhya
B. muscle
Answer:","[' A', ' B']",0
582,"The following are multiple choice questions (with answers) about common sense.
        
Question: Eden Roc Renaissance Hotel Miami Beach is not a
A. hotel
B. download
Answer:","[' A', ' B']",1
583,"The following are multiple choice questions (with answers) about common sense.
        
Question: Kyle Rayner is not a
A. bahadur
B. superhero
Answer:","[' A', ' B']",0
584,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lake Livingston is not a
A. reservoir
B. slipped
Answer:","[' A', ' B']",1
585,"The following are multiple choice questions (with answers) about common sense.
        
Question: Steve Ballmer does not work for
A. evacuated
B. microsoft
Answer:","[' A', ' B']",0
586,"The following are multiple choice questions (with answers) about common sense.
        
Question: UNESCO Goodwill Ambassador does not work for
A. unesco
B. vector
Answer:","[' A', ' B']",1
587,"The following are multiple choice questions (with answers) about common sense.
        
Question: Tim Paterson does not work for
A. scotch
B. microsoft
Answer:","[' A', ' B']",0
588,"The following are multiple choice questions (with answers) about common sense.
        
Question: Bill Gates does not work for
A. microsoft
B. holder
Answer:","[' A', ' B']",1
589,"The following are multiple choice questions (with answers) about common sense.
        
Question: Zeinab Badawi does not work for
A. minute
B. bbc
Answer:","[' A', ' B']",0
590,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of University of South Florida is in
A. tampa
B. measurement
Answer:","[' A', ' B']",1
591,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Green Party of England and Wales is in
A. vargas
B. london
Answer:","[' A', ' B']",0
592,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of BayernLB is in
A. munich
B. border
Answer:","[' A', ' B']",1
593,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Iranian reform movement is in
A. silence
B. tehran
Answer:","[' A', ' B']",0
594,"The following are multiple choice questions (with answers) about common sense.
        
Question: The headquarter of Hooters is in
A. atlanta
B. athletics
Answer:","[' A', ' B']",1
595,"The following are multiple choice questions (with answers) about common sense.
        
Question: Rachel Whiteread was not born in
A. baptized
B. london
Answer:","[' A', ' B']",0
596,"The following are multiple choice questions (with answers) about common sense.
        
Question: Zhou Long was not born in
A. beijing
B. wondering
Answer:","[' A', ' B']",1
597,"The following are multiple choice questions (with answers) about common sense.
        
Question: Lord Edward Gleichen was not born in
A. confronted
B. london
Answer:","[' A', ' B']",0
598,"The following are multiple choice questions (with answers) about common sense.
        
Question: Daniele Franceschini was not born in
A. rome
B. telegraph
Answer:","[' A', ' B']",1
599,"The following are multiple choice questions (with answers) about common sense.
        
Question: Adam Kendon was not born in
A. protect
B. london
Answer:","[' A', ' B']",0
600,"The following are multiple choice questions (with answers) about common sense.
        
Question: David Sainsbury, Baron Sainsbury of Turville never worked in
A. london
B. director
Answer:","[' A', ' B']",1
601,"The following are multiple choice questions (with answers) about common sense.
        
Question: Giulio Andreotti never worked in
A. golfer
B. rome
Answer:","[' A', ' B']",0
602,"The following are multiple choice questions (with answers) about common sense.
        
Question: Otto von Bismarck never worked in
A. berlin
B. shortage
Answer:","[' A', ' B']",1
